id,impact.gap,impact.magnitude,impact.significance,location.depth,location.distance,location.full,location.latitude,location.longitude,location.name,time.day,time.epoch,time.full,time.hour,time.minute,time.month,time.second,time.year
us10006d7u,82,4.6,326,55.92,3.389,"88km ESE of Agrihan, Northern Mariana Islands",18.5832,146.485,Northern Mariana Islands,12,1.47098E+12,8/12/2016 2:19,2,19,8,18,2016
pr16225006,291.6,2.3,81,36,0.60726113,"69km N of Charlotte Amalie, U.S. Virgin Islands",18.9573,-65.0401,U.S. Virgin Islands,12,1.47098E+12,8/12/2016 2:23,2,23,8,56,2016
nc72675901,95,1.6,39,17.45,0.1503,"23km NNE of Upper Lake, California",39.355,-122.789,California,12,1.47098E+12,8/12/2016 2:25,2,25,8,42,2016
nc71015552,158,1.9,56,16.38,0.1406,"22km NNE of Upper Lake, California",39.3383333,-122.7813333,California,12,1.47098E+12,8/12/2016 2:25,2,25,8,54,2016
pr16225007,313.2,1.8,50,8,0.6054645,"68km NNW of Charlotte Amalie, U.S. Virgin Islands",18.947,-65.0867,U.S. Virgin Islands,12,1.47098E+12,8/12/2016 2:26,2,26,8,8,2016
ci37443103,80,1.36,28,5.88,0.04597,"5km S of Brawley, CA",32.933,-115.5208333,California,12,1.47098E+12,8/12/2016 2:33,2,33,8,56,2016
nc72675906,227,0.83,11,-0.33,0.02314,"10km NW of Cobb, California",38.8778343,-122.8236694,California,12,1.47098E+12,8/12/2016 2:48,2,48,8,9,2016
ci37443111,118,1.92,57,4.14,0.1939,"16km SW of Malibu, CA",33.8998333,-118.9355,California,12,1.47098E+12,8/12/2016 2:53,2,53,8,57,2016
nn00555960,186.49,0.5,4,11.1,0.31,"40km ESE of Alamo, Nevada",37.2019,-114.7594,Nevada,12,1.47098E+12,8/12/2016 2:56,2,56,8,9,2016
us10006d7x,44,4.7,340,10,6.905,"5km ESE of Wenping, China",27.1807,103.5792,China,12,1.47099E+12,8/12/2016 2:56,2,56,8,56,2016
ak13878447,115.1999908,1.2,22,114.6,0,"92km NNW of Talkeetna, Alaska",63.095,-150.7816,Alaska,12,1.47099E+12,8/12/2016 3:11,3,11,8,47,2016
us10006d82,56,5,385,52.94,2.932,"81km WNW of Cangkeuteuk Sabrang, Indonesia",-6.5749,104.9041,Indonesia,12,1.47099E+12,8/12/2016 3:17,3,17,8,15,2016
nc72675921,281,0.51,4,0.97,0.05904,"20km SE of Mammoth Lakes, California",37.5321667,-118.8445,California,12,1.47099E+12,8/12/2016 3:17,3,17,8,49,2016
nc72675916,84,0.64,6,5.14,0.02133,"3km SE of Mammoth Lakes, California",37.63,-118.9383333,California,12,1.47099E+12,8/12/2016 3:20,3,20,8,16,2016
ak13840869,0,1.4,30,16.5,0,"107km WNW of Talkeetna, Alaska",62.5762,-152.1291,Alaska,12,1.47099E+12,8/12/2016 3:25,3,25,8,47,2016
nn00555823,79.58,2.4,89,7.1,0.089,"62km ESE of Lakeview, Oregon",41.9324,-119.676,Oregon,12,1.47099E+12,8/12/2016 3:35,3,35,8,26,2016
ak13840894,0,1.1,19,23.2,0,"32km NNW of Whittier, Alaska",61.0398,-148.9426,Alaska,12,1.47099E+12,8/12/2016 3:41,3,41,8,45,2016
nc72675931,153,0.57,5,1.46,0.07676,"19km SE of Mammoth Lakes, California",37.5131667,-118.8263333,California,12,1.47099E+12,8/12/2016 3:42,3,42,8,54,2016
ak13878450,151.1999879,1,15,80.9,0,"85km N of Nikiski, Alaska",61.4433,-151.5418,Alaska,12,1.47099E+12,8/12/2016 3:45,3,45,8,15,2016
us10006d8h,115,4.7,340,10,4.403,"76km SE of Ile Hunter, New Caledonia",-22.941,172.5161,New Caledonia,12,1.47099E+12,8/12/2016 3:52,3,52,8,43,2016
ci37443119,76,0.9,12,5.25,0.04752,"4km SSE of Pearblossum, CA",34.4748333,-117.8993333,California,12,1.47099E+12,8/12/2016 3:53,3,53,8,46,2016
us10006d8l,109,4.8,354,10,5.097,"139km ESE of Ile Hunter, New Caledonia",-22.7464,173.3572,New Caledonia,12,1.47099E+12,8/12/2016 4:03,4,3,8,13,2016
nn00555824,140.36,0.3,1,4.7,0.037,"68km E of Beatty, Nevada",37.0079,-115.9976,Nevada,12,1.47099E+12,8/12/2016 4:09,4,9,8,18,2016
ci37443127,59,0.62,6,3.87,0.005928,"23km E of Little Lake, CA",35.952,-117.6556667,California,12,1.47099E+12,8/12/2016 4:10,4,10,8,1,2016
ci37443135,59,0.7,8,3.32,0.006992,"23km E of Little Lake, CA",35.9528333,-117.6565,California,12,1.47099E+12,8/12/2016 4:10,4,10,8,56,2016
us10006d8p,54,5,385,10,9.303,Southwest Indian Ridge,-29.1935,61.0108,Southwest Indian Ridge,12,1.47099E+12,8/12/2016 4:11,4,11,8,48,2016
ci37443143,59,0.63,6,3.46,0.006017,"23km E of Little Lake, CA",35.9518333,-117.656,California,12,1.47099E+12,8/12/2016 4:17,4,17,8,59,2016
ak13840936,0,1.1,19,13.9,0,"113km W of Cantwell, Alaska",63.2622,-151.2012,Alaska,12,1.47099E+12,8/12/2016 4:18,4,18,8,7,2016
nn00555877,255.15,0.2,1,10.6,0.098,"46km ESE of Hawthorne, Nevada",38.3352,-118.1513,Nevada,12,1.47099E+12,8/12/2016 4:18,4,18,8,53,2016
nn00555851,191.76,0.2,1,8.2,0.082,"34km E of Hawthorne, Nevada",38.489,-118.2315,Nevada,12,1.47099E+12,8/12/2016 4:23,4,23,8,4,2016
nn00555848,209.91,0.8,10,0.8,0.086,"62km ESE of Lakeview, Oregon",41.932,-119.6802,Oregon,12,1.47099E+12,8/12/2016 4:23,4,23,8,26,2016
us10006d8q,69,4.3,284,253.36,1.913,"50km WNW of Abra Pampa, Argentina",-22.5465,-66.1521,Argentina,12,1.47099E+12,8/12/2016 4:27,4,27,8,22,2016
hv61372231,46,2.52,98,2.272,0.005797,"7km SW of Volcano, Hawaii",19.3808333,-155.283,Hawaii,12,1.47099E+12,8/12/2016 4:28,4,28,8,4,2016
hv61372236,80,2.03,63,2.192,0.006221,"7km SW of Volcano, Hawaii",19.3806667,-155.284,Hawaii,12,1.47099E+12,8/12/2016 4:29,4,29,8,52,2016
us10006d92,70,5.1,400,68.28,2.928,"80km WNW of Cangkeuteuk Sabrang, Indonesia",-6.5606,104.9132,Indonesia,12,1.47099E+12,8/12/2016 4:30,4,30,8,8,2016
ak13878452,75.59999395,1.6,39,127.1,0,"86km ESE of Old Iliamna, Alaska",59.5819,-153.4236,Alaska,12,1.47099E+12,8/12/2016 4:31,4,31,8,34,2016
ak13840941,0,0.9,12,11.5,0,"36km W of Healy, Alaska",63.8236,-149.7082,Alaska,12,1.47099E+12,8/12/2016 4:33,4,33,8,9,2016
ak13840963,0,1.3,26,10.3,0,"36km W of Healy, Alaska",63.8142,-149.709,Alaska,12,1.47099E+12,8/12/2016 4:42,4,42,8,38,2016
mb80165544,232,0.27,1,4.73,0.164,"25km ENE of Polson, Montana",47.7528333,-113.8323333,Montana,12,1.47099E+12,8/12/2016 4:47,4,47,8,19,2016
ci37443151,65,0.74,8,2.93,0.1417,"17km ESE of Julian, CA",33.034,-116.4268333,California,12,1.47099E+12,8/12/2016 4:56,4,56,8,8,2016
ak13878455,136.7999891,0.9,12,9.8,0,"39km NNE of Coldfoot, Alaska",67.5683,-149.7719,Alaska,12,1.47099E+12,8/12/2016 5:00,5,0,8,26,2016
ci37443159,51,1.54,36,9.19,0.05186,"3km W of Ojai, CA",34.4445,-119.2733333,California,12,1.47099E+12,8/12/2016 5:01,5,1,8,41,2016
nc72675941,49,3.41,191,7.78,0.008619,"21km NE of Soledad, California",36.5765,-121.1765,California,12,1.47099E+12,8/12/2016 5:08,5,8,8,5,2016
ak13840969,115.1999908,1.2,22,82.4,0,"53km NNW of Talkeetna, Alaska",62.7573,-150.5742,Alaska,12,1.47099E+12,8/12/2016 5:09,5,9,8,39,2016
ci37443175,139,0.43,3,12.88,0.05202,"20km ESE of Anza, CA",33.4926667,-116.476,California,12,1.47099E+12,8/12/2016 5:11,5,11,8,44,2016
ak13840971,179.9999856,0.4,2,3.8,0,"112km NW of Talkeetna, Alaska",63.1039,-151.4988,Alaska,12,1.47099E+12,8/12/2016 5:15,5,15,8,57,2016
ak13840972,0,0.6,6,5.3,0,"7km SSW of Circle Hot Springs Station, Alaska",65.4031,-144.7395,Alaska,12,1.47099E+12,8/12/2016 5:19,5,19,8,25,2016
hv61372256,72,3.05,143,1.817,0.0665,"17km W of Pahala, Hawaii",19.1836667,-155.6401667,Hawaii,12,1.47099E+12,8/12/2016 5:24,5,24,8,34,2016
nc72675951,105,0.89,12,1.51,0.01523,"3km W of Cobb, California",38.8168335,-122.7611694,California,12,1.47099E+12,8/12/2016 5:36,5,36,8,41,2016
ak13840973,0,1.4,30,41,0,"35km N of Sutton-Alpine, Alaska",62.1074,-148.9604,Alaska,12,1.47099E+12,8/12/2016 5:38,5,38,8,37,2016
ci37443183,53,0.98,15,8.78,0.08103,"6km N of Banning, CA",33.9795,-116.8788333,California,12,1.471E+12,8/12/2016 5:45,5,45,8,10,2016
nc72675961,47,0.45,3,2.25,0.008067,"9km WNW of Cobb, California",38.8423333,-122.8263333,California,12,1.471E+12,8/12/2016 5:49,5,49,8,46,2016
ci37443199,58,0.58,5,3.53,0.008219,"22km E of Little Lake, CA",35.953,-117.6583333,California,12,1.471E+12,8/12/2016 5:59,5,59,8,48,2016
ci37443207,98,0.74,8,3.49,0.09265,"25km ENE of Thermal, CA",33.7623333,-115.9168333,California,12,1.471E+12,8/12/2016 6:18,6,18,8,22,2016
ci37443215,53,0.87,12,3.13,0.009165,"22km E of Little Lake, CA",35.9535,-117.6593333,California,12,1.471E+12,8/12/2016 6:19,6,19,8,23,2016
nc72675966,100,2.01,62,6.82,0.1199,"19km SSW of Willits, California",39.2513333,-123.4493333,California,12,1.471E+12,8/12/2016 6:20,6,20,8,11,2016
nn00555831,134.21,0.4,2,9.3,0.046,"61km SSW of Goldfield, Nevada",37.2359,-117.5882,Nevada,12,1.471E+12,8/12/2016 6:40,6,40,8,47,2016
us10006d9v,152,4.6,329,44.85,6.743,"0km WNW of Balogo, Philippines",10.1174,123.1652,Philippines,12,1.471E+12,8/12/2016 6:43,6,43,8,28,2016
nc72675976,114,1,15,6.66,0.009012,"21km NE of Soledad, California",36.5778333,-121.1795,California,12,1.471E+12,8/12/2016 6:45,6,45,8,7,2016
nn00555832,164.57,0.9,12,8.7,0.258,"13km ESE of Fernley, Nevada",39.572,-119.1038,Nevada,12,1.471E+12,8/12/2016 6:49,6,49,8,2,2016
ak13840975,0,0.3,1,13.3,0,"10km SSW of Badger, Alaska",64.7123,-147.5897,Alaska,12,1.471E+12,8/12/2016 6:52,6,52,8,29,2016
ak13878461,118.7999905,1,15,6.9,0,"174km E of Chitina, Alaska",61.5539,-141.1626,Alaska,12,1.471E+12,8/12/2016 6:59,6,59,8,10,2016
ci37443231,188,0.67,7,4.87,0.1244,"16km WNW of Progreso, B.C., MX",32.6343333,-115.7358333,Mexico,12,1.471E+12,8/12/2016 6:59,6,59,8,51,2016
ci37443239,49,1.15,20,13.97,0.05038,"7km SW of Idyllwild, CA",33.6885,-116.7681667,California,12,1.471E+12,8/12/2016 7:01,7,1,8,36,2016
nn00555833,183.31,1.5,35,0.9,0.082,"61km ESE of Lakeview, Oregon",41.9489,-119.6806,Oregon,12,1.471E+12,8/12/2016 7:06,7,6,8,53,2016
nc72675981,160,1.06,17,2.28,0.01337,"6km NW of The Geysers, California",38.8180008,-122.8166656,California,12,1.471E+12,8/12/2016 7:17,7,17,8,48,2016
ismpkansas70201133,100,2.13,70,6.34,0.0509,"20km ENE of Anthony, Kansas",37.2106667,-97.8151667,Kansas,12,1.471E+12,8/12/2016 7:19,7,19,8,55,2016
ak13841047,0,0.8,10,4,0,"134km NW of Talkeetna, Alaska",63.2667,-151.7462,Alaska,12,1.471E+12,8/12/2016 7:21,7,21,8,10,2016
ci37443247,67,0.7,8,12.21,0.06538,"6km NNE of Beaumont, CA",33.9843333,-116.9528333,California,12,1.471E+12,8/12/2016 7:32,7,32,8,18,2016
ci37443255,89,0.24,1,5.26,0.03845,"3km SW of Anza, CA",33.539,-116.695,California,12,1.471E+12,8/12/2016 7:33,7,33,8,56,2016
nn00555834,281.5,0.1,0,8.2,0.154,"28km SSW of Hawthorne, Nevada",38.2776,-118.6973,Nevada,12,1.471E+12,8/12/2016 7:34,7,34,8,20,2016
nc72675986,57,1.75,47,13.08,0.1409,"20km NNE of Upper Lake, California",39.322,-122.7845,California,12,1.471E+12,8/12/2016 7:40,7,40,8,30,2016
nc72675991,46,1.79,49,9.85,0.1513,"20km NNE of Upper Lake, California",39.331,-122.7968333,California,12,1.471E+12,8/12/2016 7:41,7,41,8,26,2016
ci37443263,80,0.97,14,6.75,0.04155,"9km WNW of Morongo Valley, CA",34.0738333,-116.6745,California,12,1.471E+12,8/12/2016 7:41,7,41,8,28,2016
ak13841051,133.1999893,1.6,39,103.1,0,"69km W of Anchor Point, Alaska",59.7598,-153.0714,Alaska,12,1.471E+12,8/12/2016 7:54,7,54,8,46,2016
ak13841054,104.3999916,1.2,22,46.4,0,"30km WSW of Willow, Alaska",61.6092,-150.534,Alaska,12,1.471E+12,8/12/2016 7:59,7,59,8,51,2016
nc72675996,81,1.2,22,5.65,0.0401,"26km NE of Soledad, California",36.5576667,-121.0821667,California,12,1.471E+12,8/12/2016 8:00,8,0,8,28,2016
ci37443271,34,2.12,69,9.21,0.01118,"0km NW of View Park-Windsor Hills, CA",33.9976667,-118.3513333,California,12,1.471E+12,8/12/2016 8:04,8,4,8,48,2016
ak13878465,93.59999251,1.3,26,56.1,0,"79km NW of Kodiak Station, Alaska",58.3098,-153.4711,Alaska,12,1.471E+12,8/12/2016 8:07,8,7,8,39,2016
us10006dab,144,4.3,284,35,2.221,"31km NNW of Karakul, Tajikistan",39.2633,73.4331,Tajikistan,12,1.471E+12,8/12/2016 8:15,8,15,8,14,2016
us10006daa,132,4.4,298,10,6.017,"164km NNE of Rutog, China",34.7522,80.4081,China,12,1.471E+12,8/12/2016 8:23,8,23,8,22,2016
ci37443287,74,0.85,11,8.4,0.1368,"16km ESE of Julian, CA",33.041,-116.4416667,California,12,1.471E+12,8/12/2016 8:24,8,24,8,7,2016
ak13841056,125.9999899,0.5,4,13.9,0,"48km S of Manley Hot Springs, Alaska",64.5651,-150.6257,Alaska,12,1.471E+12,8/12/2016 8:28,8,28,8,25,2016
ak13841057,0,1.3,26,8,0,"64km NE of Chitina, Alaska",61.9726,-143.6893,Alaska,12,1.47101E+12,8/12/2016 8:35,8,35,8,11,2016
ak13878468,151.1999879,1.1,19,76.9,0,"41km NW of Anchor Point, Alaska",60.0849,-152.2579,Alaska,12,1.47101E+12,8/12/2016 8:52,8,52,8,23,2016
nc72676001,105,1.11,19,5.28,0.07032,"17km SSE of Livermore, California",37.5458333,-121.6745,California,12,1.47101E+12,8/12/2016 8:52,8,52,8,39,2016
ci37443319,152,0.71,8,-1.35,0.09585,"9km S of Lucerne Valley, CA",34.3605,-116.9566667,California,12,1.47101E+12,8/12/2016 8:53,8,53,8,28,2016
ci37443327,52,1.28,25,3.59,0.03637,"13km WNW of Calipatria, CA",33.1538333,-115.6486667,California,12,1.47101E+12,8/12/2016 8:57,8,57,8,45,2016
ak13878469,313.1999749,1.4,30,44.3,0,"57km S of Akutan, Alaska",53.6307,-165.6259,Alaska,12,1.47101E+12,8/12/2016 8:58,8,58,8,35,2016
nc72676006,47,1.83,52,4.66,0.06828,"14km NE of Arroyo Grande, California",35.2278333,-120.4951667,California,12,1.47101E+12,8/12/2016 9:01,9,1,8,6,2016
nc72676011,100,1.24,24,8.79,0.02722,"16km SE of Mammoth Lakes, California",37.5676667,-118.8095,California,12,1.47101E+12,8/12/2016 9:06,9,6,8,29,2016
nc72676016,102,0.08,0,4.18,0.02018,"2km SE of Mammoth Lakes, California",37.6356667,-118.9496667,California,12,1.47101E+12,8/12/2016 9:18,9,18,8,37,2016
ak13841137,0,2.4,89,7,0,"102km NNE of Chignik Lake, Alaska",57.0212,-157.8313,Alaska,12,1.47101E+12,8/12/2016 9:21,9,21,8,33,2016
ak13841138,0,1.6,39,3.9,0,"111km W of Cantwell, Alaska",63.2521,-151.1554,Alaska,12,1.47101E+12,8/12/2016 9:27,9,27,8,27,2016
nc72676036,75,0.63,6,1.69,0.00501,"5km NW of The Geysers, California",38.81,-122.8011667,California,12,1.47101E+12,8/12/2016 9:32,9,32,8,7,2016
ak13841142,0,1.8,50,88.6,0,"62km WNW of Willow, Alaska",61.9845,-151.1237,Alaska,12,1.47101E+12,8/12/2016 9:32,9,32,8,31,2016
ak13841145,0,1,15,10.7,0,"101km W of Cantwell, Alaska",63.5256,-150.9736,Alaska,12,1.47101E+12,8/12/2016 9:34,9,34,8,29,2016
pr16225008,309.6,2.4,89,11,0.86058604,"86km N of Road Town, British Virgin Islands",19.1956,-64.726,British Virgin Islands,12,1.47101E+12,8/12/2016 9:50,9,50,8,15,2016
uw61193221,144,0.58,5,12.18,0.01459,"25km SSE of Buckley, Washington",46.938,-121.9548333,Washington,12,1.47101E+12,8/12/2016 9:54,9,54,8,37,2016
ismpkansas70201148,159,2.31,82,6.51,0.03073,"11km SSE of Conway Springs, Kansas",37.2898333,-97.6091667,Kansas,12,1.47101E+12,8/12/2016 9:56,9,56,8,1,2016
ci37443479,66,1.72,46,5.23,0.02146,"2km SE of Bombay Beach, CA",33.3363333,-115.7165,California,12,1.47101E+12,8/12/2016 10:02,10,2,8,48,2016
nn00555968,268.21,0.9,12,9.8,0.163,"44km SSW of Beatty, Nevada",36.5672,-117.0251,Nevada,12,1.47101E+12,8/12/2016 10:06,10,6,8,22,2016
ak13841225,0,1.9,56,30.9,0,"37km NW of Whittier, Alaska",61.037,-149.1244,Alaska,12,1.47101E+12,8/12/2016 10:08,10,8,8,11,2016
ak13878475,183.5999853,1.6,39,134.4,0,"30km N of Redoubt Volcano, Alaska",60.757,-152.818,Alaska,12,1.47101E+12,8/12/2016 10:09,10,9,8,5,2016
ci37443551,85,1.38,29,3.02,0.01226,"10km WSW of Niland, CA",33.1891667,-115.6098333,California,12,1.47101E+12,8/12/2016 10:27,10,27,8,44,2016
ak13878476,104.3999916,0.9,12,12.6,0,"30km SSE of Whittier, Alaska",60.5109,-148.5152,Alaska,12,1.47101E+12,8/12/2016 10:36,10,36,8,56,2016
ak13841232,0,0.7,8,15.5,0,"1km NW of Badger, Alaska",64.809,-147.5556,Alaska,12,1.47101E+12,8/12/2016 10:40,10,40,8,56,2016
ci37443591,55,1.79,49,3.47,0.009618,"22km E of Little Lake, CA",35.9551667,-117.6581667,California,12,1.47101E+12,8/12/2016 10:41,10,41,8,2,2016
mb80165559,117,0.56,5,6.15,0.214,"17km S of Whitehall, Montana",45.7113333,-112.1236667,Montana,12,1.47101E+12,8/12/2016 10:41,10,41,8,47,2016
ci37443655,27,0.93,13,3.94,0.03721,"2km SW of Anza, CA",33.5386667,-116.6903333,California,12,1.47101E+12,8/12/2016 10:55,10,55,8,43,2016
us10006dbf,110,4.7,340,10,4.961,"77km E of Ile Hunter, New Caledonia",-22.3979,172.8066,New Caledonia,12,1.47101E+12,8/12/2016 10:56,10,56,8,35,2016
nc72676051,109,1.42,31,8.51,0.1248,"19km SSW of Willits, California",39.2525,-123.45,California,12,1.47101E+12,8/12/2016 10:57,10,57,8,8,2016
ak13841313,0,0.7,8,7.2,0,"105km W of Cantwell, Alaska",63.5094,-151.0509,Alaska,12,1.47101E+12,8/12/2016 10:57,10,57,8,16,2016
ak13878479,194.3999844,1.4,30,16.6,0,"78km SW of Dawson, Canada",63.4901,-140.3719,Canada,12,1.47101E+12,8/12/2016 11:13,11,13,8,34,2016
nn00555969,208.19,1,15,0.5,0.079,"61km ESE of Lakeview, Oregon",41.9406,-119.6865,Oregon,12,1.47101E+12,8/12/2016 11:13,11,13,8,54,2016
ci37443711,58,0.99,15,4.95,0.07498,"10km WNW of Big Bear Lake, CA",34.2925,-117.0036667,California,12,1.47102E+12,8/12/2016 11:18,11,18,8,4,2016
ci37443727,87,0.92,13,8.65,0.07519,"9km W of Corona, CA",33.8623333,-117.6691667,California,12,1.47102E+12,8/12/2016 11:30,11,30,8,8,2016
nn00555844,293.27,0.1,0,11.1,0.176,"31km SSW of Hawthorne, Nevada",38.2512,-118.7288,Nevada,12,1.47102E+12,8/12/2016 11:31,11,31,8,27,2016
nc72676061,242,0.57,5,5.45,0.04172,"17km SE of Mammoth Lakes, California",37.5483333,-118.8255,California,12,1.47102E+12,8/12/2016 11:39,11,39,8,8,2016
ci37443775,71,0.73,8,3.79,0.005648,"23km E of Little Lake, CA",35.9508333,-117.6563333,California,12,1.47102E+12,8/12/2016 11:44,11,44,8,41,2016
ci37144476,95,0.6,6,3.1,0.00907,"23km E of Little Lake, CA",35.9566667,-117.6533333,California,12,1.47102E+12,8/12/2016 11:44,11,44,8,45,2016
ci37443791,58,0.89,12,2.75,0.01074,"22km E of Little Lake, CA",35.9546667,-117.6606667,California,12,1.47102E+12,8/12/2016 11:49,11,49,8,35,2016
ci37443799,57,1.1,19,3.23,0.007756,"22km E of Little Lake, CA",35.952,-117.6585,California,12,1.47102E+12,8/12/2016 11:49,11,49,8,49,2016
ci37443823,45,1.39,30,-0.53,0.05351,"4km SE of Home Gardens, CA",33.852,-117.4941667,California,12,1.47102E+12,8/12/2016 11:57,11,57,8,40,2016
ak13841320,0,0.9,12,15.8,0,"85km NNW of Redoubt Volcano, Alaska",61.1932,-153.3336,Alaska,12,1.47102E+12,8/12/2016 11:59,11,59,8,51,2016
nc72676081,100,0.61,6,4.07,0.01942,"25km SSW of Coalinga, California",35.9276667,-120.4766667,California,12,1.47102E+12,8/12/2016 11:59,11,59,8,52,2016
ci37443831,158,0.36,2,9.04,0.06013,"14km ESE of Anza, CA",33.5126667,-116.5335,California,12,1.47102E+12,8/12/2016 12:03,12,3,8,46,2016
mb80165569,193,0.65,6,7.97,0.244,"31km ENE of Pablo, Montana",47.71,-113.7293333,Montana,12,1.47102E+12,8/12/2016 12:20,12,20,8,34,2016
nc72676091,89,0.81,10,2.21,0.005134,"12km ENE of Cloverdale, California",38.8406677,-122.8776703,California,12,1.47102E+12,8/12/2016 12:20,12,20,8,47,2016
ak13841408,0,2.4,89,56.4,0,"28km WSW of Willow, Alaska",61.6868,-150.5532,Alaska,12,1.47102E+12,8/12/2016 12:22,12,22,8,1,2016
hv61372426,41,2.53,98,8.935,0.04364,"23km W of Volcano, Hawaii",19.4156667,-155.4623333,Hawaii,12,1.47102E+12,8/12/2016 12:22,12,22,8,14,2016
mb80165574,130,1.38,29,6.97,0.117,"9km NW of Helena Valley Northwest, Montana",46.7821667,-112.1668333,Montana,12,1.47102E+12,8/12/2016 12:22,12,22,8,28,2016
nn00555970,157.68,1.2,22,6.7,0.114,"56km ESE of Lakeview, Oregon",42.0446,-119.6903,Oregon,12,1.47102E+12,8/12/2016 12:26,12,26,8,28,2016
nc72676111,91,1.08,18,5.33,0.03912,"5km NE of East Foothills, California",37.4181667,-121.7723333,California,12,1.47102E+12,8/12/2016 12:53,12,53,8,6,2016
ci37144484,100,0.59,5,11.07,0.06714,"12km NNW of Ocotillo Wells, CA",33.2361667,-116.1928333,California,12,1.47102E+12,8/12/2016 12:55,12,55,8,29,2016
ci37443911,110,0.77,9,7.32,0.01974,"2km ESE of Bombay Beach, CA",33.3456667,-115.7111667,California,12,1.47102E+12,8/12/2016 12:55,12,55,8,33,2016
uw61193256,139,1.22,23,-0.23,0.1032,"21km SSE of South Bend, Washington",46.4843333,-123.6831667,Washington,12,1.47102E+12,8/12/2016 12:59,12,59,8,10,2016
ak13841417,0,2.1,68,131.1,0,"45km SSW of Redoubt Volcano, Alaska",60.1193,-153.0982,Alaska,12,1.47102E+12,8/12/2016 12:59,12,59,8,35,2016
ak13841422,122.3999902,0.2,1,1,0,"48km SSE of Manley Hot Springs, Alaska",64.6067,-150.1823,Alaska,12,1.47102E+12,8/12/2016 13:03,13,3,8,34,2016
us10006dcz,80,3.9,234,118.07,0.519,"90km ESE of Iquique, Chile",-20.5389,-69.3442,Chile,12,1.47102E+12,8/12/2016 13:07,13,7,8,27,2016
ak13841423,0,0.9,12,36.3,0,"36km NW of Whittier, Alaska",61.0406,-149.0792,Alaska,12,1.47102E+12,8/12/2016 13:07,13,7,8,45,2016
nc72676116,77,0.97,14,1.77,0.005984,"4km WNW of Cobb, California",38.8358345,-122.7733307,California,12,1.47102E+12,8/12/2016 13:13,13,13,8,51,2016
ak13841513,0,2.6,104,55,0,"25km SW of Adak, Alaska",51.7062,-176.8948,Alaska,12,1.47102E+12,8/12/2016 13:14,13,14,8,9,2016
pr16225009,302.4,2.7,112,16,0.5407858,"60km NNE of Road Town, British Virgin Islands",18.923,-64.405,British Virgin Islands,12,1.47102E+12,8/12/2016 13:14,13,14,8,46,2016
ak13841514,0,1.6,39,14.1,0,"84km NNW of Ester, Alaska",65.5771,-148.4808,Alaska,12,1.47102E+12,8/12/2016 13:19,13,19,8,49,2016
ak13841518,0,0.7,8,12.3,0,"49km W of Tok, Alaska",63.2636,-143.9567,Alaska,12,1.47102E+12,8/12/2016 13:25,13,25,8,1,2016
nn00555870,91.92,0.8,10,7.9,0.092,"10km NNE of Truckee, California",39.4138,-120.1318,California,12,1.47102E+12,8/12/2016 13:28,13,28,8,59,2016
ci37443991,36,1.57,38,3.25,0.007713,"22km E of Little Lake, CA",35.9523333,-117.6581667,California,12,1.47102E+12,8/12/2016 13:34,13,34,8,27,2016
ak13841520,0,0.7,8,14.1,0,"0km E of Manley Hot Springs, Alaska",65.0017,-150.6247,Alaska,12,1.47102E+12,8/12/2016 13:35,13,35,8,38,2016
nn00555972,304,0.3,1,11.1,0.335,"40km SSE of Goldfield, Nevada",37.3902,-117.0071,Nevada,12,1.47102E+12,8/12/2016 13:37,13,37,8,5,2016
nc72676121,63,1.53,36,-0.32,0.01073,"11km E of Quarry near Portola Valley, CA",37.3295,-122.1046667,California,12,1.47102E+12,8/12/2016 13:41,13,41,8,12,2016
uu60158372,98,0.57,5,2.89,0.1438,"31km WNW of Tremonton, Utah",41.8035,-112.5298333,Utah,12,1.47102E+12,8/12/2016 13:45,13,45,8,55,2016
uu60158377,231,1.4,30,1.84,0.1174,"12km NW of Helper, Utah",39.762,-110.952,Utah,12,1.47102E+12,8/12/2016 13:55,13,55,8,55,2016
ci37444023,135,1.05,17,3.15,0.07952,"24km S of Twentynine Palms, CA",33.9246667,-116.0273333,California,12,1.47102E+12,8/12/2016 13:56,13,56,8,32,2016
us10006dd6,23,5.2,416,3.63,1.785,"171km WSW of Aksu, China",40.7147,78.3071,China,12,1.47102E+12,8/12/2016 14:00,14,0,8,56,2016
ci37444047,76,0.45,3,12.24,0.06892,"10km SW of Morongo Valley, CA",33.9695,-116.644,California,12,1.47103E+12,8/12/2016 14:06,14,6,8,46,2016
pr16225010,212.4,2,62,22,0.17786643,"10km W of Puerto Real, Puerto Rico",18.0739,-67.2837,Puerto Rico,12,1.47103E+12,8/12/2016 14:11,14,11,8,29,2016
ci37444055,53,1.53,36,-1.7,0.02291,"9km N of Big Bear City, CA",34.3395,-116.8531667,California,12,1.47103E+12,8/12/2016 14:12,14,12,8,13,2016
nc72676131,55,1.78,49,9.49,0.1444,"20km NNE of Upper Lake, California",39.32,-122.7891667,California,12,1.47103E+12,8/12/2016 14:12,14,12,8,45,2016
ci37444063,94,0.97,14,-0.67,0.05131,"4km ESE of Bloomington, CA",34.0538333,-117.3571667,California,12,1.47103E+12,8/12/2016 14:15,14,15,8,53,2016
